id,nome,tipo_edificio,lvl_edificio,dipendenti,coord_X,coord_Y
435,IFOM-IEO Campus,office,1,10,4004840.1699328157,1177633.0059728255
436,Commercial,commercial,1,15,4004801.9027923755,1177288.3955856327
437,Commercial,commercial,1,15,4012906.104786282,1170336.9715919734
438,Office,office,1,10,4004597.579769742,1172966.747507734
439,Commercial,commercial,1,15,4004643.376217062,1171942.71172016
440,Commercial,commercial,1,15,4004593.834634221,1172059.7242093189
441,Commercial,commercial,1,15,4005077.3430286595,1171767.175120686
442,Commercial,commercial,1,15,4009160.233848618,1169057.4776841416
443,Commercial,commercial,1,15,4009212.3137911083,1169467.6514388593
444,Commercial,commercial,1,15,4003978.787133726,1175370.180784202
445,Commercial,commercial,1,15,4003957.0866078343,1175450.7061869097
446,Commercial,commercial,1,15,4006606.870909922,1173055.776545798
447,Endemol Italia,commercial,1,15,4006567.047896737,1172713.8468347848
448,Commercial,commercial,3,45,4009662.034574001,1171596.5136360005
449,Commercial,commercial,1,15,4012550.8875214756,1176253.439711199
450,Office,office,1,10,4012548.014874309,1176081.0124830622
451,Office,office,1,10,4012538.288813134,1176156.7327132295
452,Milano 104,office,3,30,4004232.382846853,1178777.3117829224
453,Office,office,1,10,4004523.919591041,1177785.7959734555
454,Commercial,commercial,1,15,4004495.197565851,1178793.8443281425
455,NH Milano Palazzo Moscova,commercial,4,60,4009984.818157526,1176666.5501115087
456,NH Milano Grand Hotel Verdi,commercial,9,135,4009961.416071611,1176814.6976356865
457,Torri Terziarie,office,1,10,4013601.6917054136,1179454.1260210273
458,Torri Terziarie,office,1,10,4013554.15992764,1179602.2167004554
459,Torri Terziarie,office,1,10,4013591.7472745376,1179529.484445617
460,Commercial,commercial,1,15,4005569.813429959,1183814.9442797443
461,Office,office,2,20,4012758.7973673446,1179006.2544240654
462,Commercial,commercial,1,15,4011991.416492929,1180760.2285237827
463,Commercial,commercial,1,15,4012163.4343246873,1180991.717412735
464,Commercial,commercial,1,15,4012218.361613405,1180998.5074668769
465,Commercial,commercial,1,15,4007596.6356822476,1174280.7940861809
466,Commercial,commercial,1,15,4007503.612101637,1171502.5566711484
467,Commercial,commercial,1,15,4009700.9986706106,1167218.3102182841
468,Commercial,commercial,1,15,4010170.785428554,1171016.526656491
469,Commercial,commercial,1,15,4014243.040630766,1170223.0936139615
470,3,office,1,10,4012123.406442707,1173962.6692825607
471,1,office,3,30,4012249.330422543,1174107.5606857343
472,Office,office,1,10,4012282.0603506374,1173832.286232542
473,4,office,4,40,4012251.1118431375,1174066.9066344523
474,Commercial,commercial,1,15,4011998.3771480587,1174215.8355101102
475,Commercial,commercial,1,15,4012056.7994868546,1174173.0725637742
476,Office,office,1,10,4012324.0636306256,1173704.727826147
477,Office,office,6,60,4013702.6600688654,1174876.790394496
478,Commercial,commercial,1,15,4012232.5105375703,1183393.4949640809
479,Fondazione Filarete,office,1,10,4004454.947727559,1177777.168845018
480,Commercial,commercial,1,15,4013076.773170635,1174708.2661144314
481,Commercial,commercial,1,15,4012284.7769027688,1183616.33281902
482,Commercial,commercial,1,15,4012541.8436681945,1171154.7016446597
483,Commercial,commercial,1,15,4012346.3400132325,1170611.494355382
484,Commercial,commercial,1,15,4013549.327468371,1170261.9930284754
485,Dilanda,commercial,1,15,4013452.681646755,1170355.4412182984
486,Sandvik,commercial,1,15,4013510.1530388603,1170300.0562814607
487,Atlantic Zeisser,commercial,1,15,4013448.953850625,1170359.2537245592
488,Commercial,commercial,1,15,4013608.910628147,1170473.785751794
489,Office,office,1,10,4012874.767158851,1173210.5463514142
490,Telelombardia,office,1,10,4012753.372002746,1173089.8078902734
491,Office,office,9,90,4004681.188229231,1173046.2717438831
492,Office,office,2,20,4010603.802994895,1166143.0031596848
493,Commercial,commercial,1,15,4011802.432563708,1184204.9210685324
494,Commercial,commercial,1,15,4011807.075251576,1184204.4109614557
495,Office,office,8,80,4011672.5152043607,1175818.9237030568
496,Office,office,9,90,4012549.430645482,1176025.0749548557
497,Office,office,1,10,4012535.883176338,1176132.549043055
498,Commercial,commercial,1,15,4003488.03254771,1175029.5033301136
499,Commercial,commercial,1,15,4003522.231989885,1174716.1789603552
500,Office,office,1,10,4010724.61859329,1182655.9249359677
501,Office,office,1,10,4010826.477452297,1182585.3341704381
502,Office,office,5,50,4010873.3463501306,1179719.922195486
503,Commercial,commercial,6,90,4010863.0622135047,1173361.5584049013
504,Italtriest spa,office,1,10,4013067.4670985383,1170112.404202486
505,Office,office,1,10,4012385.9931237255,1184873.3922977832
506,Edificio C,office,21,210,4012257.175118034,1184902.6426530685
507,Torre Diamante,office,30,300,4009928.757594015,1177395.8460606565
508,Commercial,commercial,1,15,4001465.0940715135,1184589.6519212
509,Commercial,commercial,1,15,4007747.9183800383,1162794.2167335926
510,Torre Unicredit,office,1,10,4010306.648823979,1176651.4079045425
511,Torre Unicredit B,office,1,10,4010373.3189365673,1176602.347685938
512,Torre Unicredit C,office,1,10,4010300.5867627556,1176471.1207018052
513,On the Run,commercial,1,15,4010089.93043642,1169082.8819073113
514,Office,office,1,10,4011648.5123308706,1172854.5125717302
515,Commercial,commercial,1,15,4004941.5155943055,1162515.0613321895
516,Istanbul,commercial,1,15,4004921.2234043935,1162488.2215694778
517,Centro Porsche Milano Nord,commercial,1,15,4014558.8553343853,1168639.5669983826
518,Commercial,commercial,1,15,4014440.1767413826,1168842.9805795248
519,Mercato comunale coperto di piazza Wagner,commercial,1,15,4008739.277681668,1172153.9239584764
520,Pirelli Headquarter,office,11,110,4014373.395929442,1179915.1235215443
521,Commercial,commercial,1,15,4013559.981423345,1166739.3734815838
522,Torre Snia Viscosa,office,1,10,4008121.904624679,1177353.9402884974
523,Commercial,commercial,1,15,4009610.713758121,1172373.6424017616
524,Commercial,commercial,1,15,4005856.921859594,1183567.2956877553
525,Commercial,commercial,1,15,4005920.770732954,1184352.4538143773
526,Vodafone,office,1,10,4006532.983944203,1167869.1066104677
527,Vodafone B,office,1,10,4006538.2989627356,1167650.2065890573
528,Office,office,11,110,4014070.7043341915,1174917.816426808
529,Accenture Outsourcing s.r.l.,office,1,10,4004372.6333259083,1180110.4610924004
530,Banca Italease s.p.a.,office,1,10,4004381.625100362,1180141.143980914
531,Alba Leasing s.p.a.,office,1,10,4004354.65399398,1180160.8202060517
532,Office,office,8,80,4008242.6424468514,1176132.1302091312
533,Office,office,1,10,4010651.6760063786,1176615.2822186712
534,Diamantino 2,office,1,10,4010008.6525551467,1177267.8197423506
535,Porta Nuova - Edificio E1 E2,commercial,1,15,4010206.7655762164,1176817.5634340234
536,LG,office,1,10,4011189.4960433757,1171301.9470283655
537,Casa Milan,office,1,10,4011113.226633553,1171392.7766020936
538,Vittoria Assicurazioni,office,1,10,4011111.8772659097,1171142.906490973
539,Vodafone,office,1,10,4006358.232235287,1167729.2518987686
540,Vodafone,office,1,10,4006365.1935047987,1167743.2410880607
541,Office,office,1,10,4009030.2114549954,1190371.240992359
542,Office,office,15,150,4014305.6450029537,1170228.7335852073
543,Labriola,commercial,1,15,4013276.241259034,1165606.8165435472
544,Commercial,commercial,1,15,4004490.4852828784,1175202.981315635
545,Commercial,commercial,5,75,4008158.5582247814,1175424.4594570156
546,SNAM,office,1,10,4001805.0852631507,1184990.5356448744
547,Commercial,commercial,3,45,4007879.2851025118,1177957.2125289303
548,Chateau d'Ax,commercial,1,15,4004765.872752198,1161889.7166339413
549,Commercial,commercial,1,15,4004805.4104495714,1161841.9295862569
550,McDonald's,commercial,1,15,4004814.943225295,1161981.5859683722
551,Commercial,commercial,1,15,4004745.017446626,1162159.659124404
552,Tullipan,commercial,1,15,4004934.0331152193,1161673.6316248006
553,Commercial,commercial,1,15,4004899.722061311,1161744.4068053337
554,Continental Trucks,commercial,1,15,4004941.470564528,1161548.4892853925
555,Drager,office,1,10,4004852.590746913,1161651.691104234
556,Arcaplanet,commercial,1,15,4004893.3169880966,1161792.8973219716
557,Office,office,1,10,4004820.9323046817,1162449.6081664776
558,Ceripav,commercial,1,15,4004776.2973398264,1162282.865146482
559,PRIMO,commercial,1,15,4004683.5175978215,1162756.7364618853
560,Commercial,commercial,1,15,4004738.612483763,1162996.8358400033
561,Orme,commercial,1,15,4004922.987604999,1162883.7299212746
562,Metro,commercial,1,15,4004954.266187688,1162992.050061316
563,Caffe Moka Efti,commercial,1,15,4004536.9327439675,1162488.1770137937
564,Commercial,commercial,1,15,4005210.7637184146,1163825.688732878
565,Centro di Meccanizzazione Postale Milano Roserio,commercial,1,15,4015983.7212333456,1165259.6731879136
566,Commercial,commercial,1,15,4005318.903485702,1163858.486347747
567,Commercial,commercial,1,15,4005657.4465983678,1163183.6960068182
568,Commercial,commercial,5,75,4010212.788535072,1176377.892030088
569,Commercial,commercial,4,60,4010174.6606927775,1176351.837884006
570,Commercial,commercial,1,15,4005883.5057056383,1163070.920762255
571,Commercial,commercial,1,15,4012455.5279772547,1186881.7207735092
572,Office,office,1,10,4012660.2727716034,1186958.7351079488
573,Office,office,1,10,4012703.5408892706,1187073.809100212
574,Office,office,1,10,4012634.934750527,1186831.5827792112
575,Office,office,1,10,4012721.705662973,1186955.9711805843
576,Dpiù discount,commercial,1,15,4006030.6245592823,1163369.3660010793
577,Il Gigante,commercial,1,15,4006518.5610409346,1163556.3963172429
578,Peschiera Borromeo,commercial,1,15,4001373.529994084,1191021.309491966
579,Commercial,commercial,2,30,4011919.7693217467,1177434.3981726377
580,Office,office,1,10,4005767.498015776,1167400.651079754
581,Office,office,1,10,4005946.0688651586,1167486.1857613605
582,Office,office,1,10,4005935.5558781587,1167452.1595885041
583,INPS,office,1,10,4005836.561626571,1167279.967547306
584,Commercial,commercial,1,15,4006120.4054185105,1167406.9373723401
585,Commercial,commercial,1,15,4006169.615231169,1167401.3516860907
586,Commercial,commercial,1,15,4006177.9135408993,1167524.4090590912
587,Commercial,commercial,1,15,4005262.3350611227,1164132.331489201
588,Commercial,commercial,1,15,4005270.35409443,1164167.2109535346
589,Commercial,commercial,1,15,4005267.3487273986,1164144.6722112282
590,Commercial,commercial,1,15,4006685.2954964032,1163468.399781415
591,Commercial,commercial,1,15,4006887.89109526,1163241.1940245961
592,Office,office,1,10,4004377.617787675,1182281.1254411263
593,Xerox,office,1,10,4004391.9413066055,1182390.1111723068
594,Office,office,7,70,4004293.746361881,1182347.075896527
595,Commercial,commercial,1,15,4007443.7495913375,1162745.263165678
596,Commercial,commercial,1,15,4007684.8721408225,1174239.9970213843
597,Comune di Milano - 1° reparto strade,office,1,10,4007591.1209391225,1173603.0585642955
598,Palazzo D,office,1,10,4007421.0437316857,1190340.2028577407
599,Palazzo C,office,1,10,4007427.1336690322,1190489.0149704274
600,Palazzo B,office,1,10,4007536.921520181,1190450.241365319
601,Palazzo A,office,1,10,4007459.830255427,1190363.1481758785
602,IBM forum,office,1,10,4007473.652268349,1190448.8868816795
603,Office,office,1,10,4006044.2166775833,1191405.0599804085
604,Office,office,1,10,4006016.0259384294,1191529.3763247228
605,Commercial,commercial,1,15,4005942.6226507425,1168223.1291958515
606,Pirelli,office,1,10,4014533.984415603,1180046.4586149047
607,Office,office,2,20,4002181.9439672614,1189405.6295730725
608,Villetta San Vincenzo,commercial,1,15,4007253.45636899,1163953.5360899887
609,Commercial,commercial,1,15,4004686.3069821834,1179409.1983044355
610,Commercial,commercial,1,15,4004632.2195753017,1179507.1575156522
611,Building Z,commercial,1,15,4007883.225236888,1191308.8442451875
612,Commercial,commercial,1,15,4011570.6000706227,1180590.5862431377
613,Lutech,office,1,10,4013826.17337708,1186921.7866490216
614,Commercial,commercial,1,15,4006859.7692072988,1164377.4718913443
615,Office,office,1,10,4012585.143967909,1186921.2707476288
616,Aletti Gestielle SGR S.p.A.,office,1,10,4006423.3782841787,1172353.643094187
617,Office,office,1,10,4006360.0074955244,1172257.1868629705
618,Office,office,1,10,4006350.923616603,1172150.1074399196
619,Office,office,1,10,4006393.7860605763,1172138.8740458272
620,Commercial,commercial,1,15,4006510.6189733976,1172301.4179520323
621,Office,office,1,10,4006466.3168726293,1172121.60221173
622,Office,office,1,10,4006445.785302843,1172236.4717867572
623,Commercial,commercial,1,15,4013491.81034074,1170627.5403258726
624,Commercial,commercial,1,15,4013467.7721374305,1170541.786764451
625,Corsi FaiDaTe,commercial,1,15,4006651.62011006,1163943.9628655184
626,Office,office,1,10,4008259.247768698,1191624.241027562
627,3M,office,1,10,4007996.6332115196,1192447.7285362869
628,Office,office,1,10,4007959.708236062,1163651.7740417721
629,Office,office,1,10,4010870.266028678,1175917.7162529174
630,Commercial,commercial,1,15,4004741.261128787,1183036.2677373202
631,Commercial,commercial,1,15,4006088.6987275034,1171371.1618854655
632,Reply Torre B,commercial,19,285,4006375.454449834,1166460.6332704083
633,Reply Torre A,commercial,19,285,4006291.298533821,1166507.6258348275
634,Vodafone NV,office,1,10,4006562.2036459586,1166340.1352004278
635,Vodafone NV,office,1,10,4007298.6396683953,1167040.1630530106
636,The Torch,office,10,100,4006700.7641135245,1166960.0165314514
637,DiMeR,office,1,10,4012494.0518132485,1186750.5337120923
638,Office,office,1,10,4012788.6230154247,1173214.1386447288
639,Office,office,1,10,4012750.6372371395,1173248.603705402
640,Commercial,commercial,1,15,4005262.2967385445,1172117.5261842362
641,Segrate 2,office,1,10,4011922.2715788465,1186879.6046944677
642,Commercial,commercial,1,15,4012292.1296631475,1170930.5101134253
643,Conad,commercial,1,15,4012270.167885396,1183338.3591658224
644,Commercial,commercial,1,15,4003474.857390901,1177212.345765624
645,Office,office,8,80,4011457.030235588,1177872.1191844237
646,Commercial,commercial,1,15,4004550.242156671,1178642.633908649
647,Office,office,9,90,4010281.773146849,1179962.1321027074
648,Facis,commercial,1,15,4007121.8086160994,1182367.9469466822
649,Uffici Merci Piccola Velocità,commercial,3,45,4011340.656340981,1175613.5012573497
650,Commercial,commercial,2,30,4005533.137591072,1184259.6447681712
651,RAI - Centro di Produzione TV Milano,office,1,10,4005678.434034437,1183439.6959435584
652,Studio 2000,commercial,1,15,4005760.6673000525,1183346.8859135865
653,Palazzo Donatello,commercial,1,15,4010579.4719370008,1191670.624601855
654,Palazzo Tintoretto,commercial,1,15,4010635.757291856,1191613.505748125
655,Frigoriferi Milanesi,commercial,1,15,4006921.5290405573,1181083.265889603
656,Frigoriferi Milanesi,commercial,1,15,4006923.896045928,1181047.4214055615
657,Frigoriferi Milanesi,commercial,1,15,4006917.991023378,1181142.9723939789
658,Commercial,commercial,1,15,4009470.7211812716,1170617.6268124252
659,Commercial,commercial,1,15,4005289.945033331,1180359.5779412785
660,Office,office,1,10,4010146.4111326216,1178119.4050418257
661,Commercial,commercial,1,15,4009811.098402009,1180270.4739643289
662,Autoguidovie,office,1,10,4003190.3579281215,1185255.0291481502
663,Museo Del Design 1880-1980,commercial,1,15,4005911.262581512,1174159.1454838505
